"yy1","age","income","checking","saving","stocks","bond","vehic","houses","nnresre","late","late60","mrthel","install","edn_inst","veh_inst","housecl","own","noccbal","credit_score"
303,64,67881,100,0,0,0,44200,0,0,"1","1",0,43200,0,43200,2,1,0,699
304,61,89716,12500,25500,0,0,10600,170000,0,"1","0",45000,52626,52000,0,1,1,0,630
305,67,228721,15000,0,0,0,141800,1388000,0,"0","0",194000,5820,0,5820,1,1,1,840
306,57,34373,1200,6000,670,0,45000,415000,0,"0","0",304600,60560,16000,41560,1,1,0,721
307,45,45398,8000,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,0,800
308,59,23132,2000,0,0,0,46800,262400,0,"0","0",0,5706,0,1506,1,1,0,821
309,74,43236,1828,5842,0,0,62980,2e+05,0,"0","0",0,15400,0,15400,1,1,0,808
310,66,77177,500,0,0,0,16480,0,0,"1","0",0,750,0,750,2,1,1,602
311,64,6852981,5580,0,24998000,49926000,91020,4496000,0,"0","0",0,0,0,0,1,1,1,900
312,64,88202,4000,6000,0,0,103180,350000,0,"0","0",78000,15000,0,15000,1,1,1,722
313,49,48641,2738,1638,0,0,33600,0,0,"1","0",0,22380,0,12380,2,1,0,696
314,64,412476,31740,63542,0,0,45200,1800000,0,"0","0",0,0,0,0,1,1,1,900
315,58,31563,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
316,51,75664,2250,2000,400,0,18020,267000,0,"0","0",224200,36160,30000,6160,1,1,0,738
317,44,116738,888,0,0,0,57200,5e+05,0,"0","0",240000,22800,0,22800,1,1,0,763
318,77,143329,16000,3000,0,0,0,250000,0,"0","0",153000,175200,175200,0,1,0,0,713
319,35,41291,338,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
320,65,1839712,60540,54260,198600,284800,41900,1500000,0,"0","0",480000,0,0,0,1,1,1,600
321,74,12539,0,1120,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,705
322,61,235855,0,0,0,0,84000,470000,0,"0","0",0,0,0,0,1,1,1,900
323,61,24429,50,30,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
324,49,31995,8800,64,0,0,0,9e+05,4e+05,"0","0",235800,0,0,0,1,0,0,854
326,26,103768,2700,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
327,26,37832,750,0,0,0,22200,0,0,"0","0",0,21800,0,21800,2,1,0,849
328,45,30266,3300,8000,0,0,8040,0,0,"0","0",0,0,0,0,2,1,1,753
329,68,64855,15000,0,0,0,12120,0,0,"0","0",0,6460,0,6460,2,1,1,750
330,56,71340,5322,6710,0,0,14700,0,0,"0","0",0,0,0,0,2,1,0,851
331,83,1638446,1e+05,0,2e+06,0,68000,1e+06,640000,"0","0",0,0,0,0,1,1,1,828
332,71,738911,110000,2e+05,0,0,40600,2500000,0,"0","0",980000,0,0,0,1,1,1,600
333,39,126251,25000,25000,43800,0,26080,77400,0,"0","0",0,11000,11000,0,1,1,1,713
334,61,78907,6000,0,0,0,73220,650000,0,"0","0",340000,0,0,0,1,1,0,746
335,78,20970,0,9,0,0,3160,39000,0,"1","1",43000,0,0,0,1,1,0,640
336,71,3621055,620330,1299320,2500000,3500000,72200,2500000,0,"0","0",0,0,0,0,1,1,1,900
337,74,27455,1,0,0,0,3700,0,0,"0","0",0,0,0,0,2,1,1,750
338,42,8433274,216400,0,17070000,2858000,71600,5126000,0,"0","0",3298000,0,0,0,1,1,1,600
339,49,46479,2000,0,0,0,19800,1e+05,0,"1","1",60000,17640,0,5840,1,1,1,537
340,34,115658,5000,15000,0,0,39940,392000,0,"0","0",233000,6500,0,6500,1,1,1,661
341,38,71124,200,200,978,0,26800,0,0,"0","0",0,22000,10000,12000,2,1,1,748
342,34,325354,6040,30820,0,0,128200,633200,0,"0","0",275600,71800,0,71800,1,1,1,660
343,58,14052,600,0,0,0,3660,75000,0,"0","0",0,0,0,0,1,1,1,705
344,51,54046,106,110,0,0,12600,350000,0,"0","0",79000,706,0,706,1,1,0,827
346,40,118900,100,5400,0,0,4460,8e+05,0,"1","0",373000,0,0,0,1,1,1,570
347,85,290981,33582,0,0,0,26000,566200,0,"0","0",0,0,0,0,1,1,1,900
348,39,125386,7146,22700,0,0,61000,6e+05,0,"0","0",367000,56800,25000,31800,1,1,0,728
349,70,1104692,155000,0,0,0,75800,2444000,0,"0","0",0,0,0,0,1,1,1,900
350,43,661734,15000,252534,0,0,76400,1500000,0,"0","0",1100000,25400,0,25400,1,1,1,600
351,64,2250458,250000,0,0,0,177200,1600000,0,"0","0",0,0,0,0,1,1,1,900
352,74,222884,8000,0,580000,0,34000,0,0,"0","0",0,22000,0,21800,2,1,0,926
353,34,24861,3200,2000,0,0,0,0,70000,"0","0",0,60,0,0,2,0,1,706
354,65,3495669,30000,1e+05,0,0,168880,1800000,80000,"0","0",0,0,0,0,1,1,1,600
355,23,10809,2460,350,0,0,15200,0,0,"1","0",0,12816,0,12800,2,1,0,697
356,48,98795,4850,0,0,0,0,0,0,"1","0",0,83200,83200,0,2,0,0,626
357,80,462630,487800,28020,0,0,137500,2e+06,0,"0","0",0,0,0,0,1,1,1,900
358,55,1666766,875000,121000,670000,0,364200,1600000,50000,"0","0",450000,130000,0,130000,1,1,1,726
359,53,17727,196,0,0,0,7620,0,0,"1","0",0,15000,15000,0,2,1,1,596
360,63,103551,4000,11000,2700,0,29600,0,0,"0","0",0,39000,15000,22000,2,1,0,855
362,40,28104,9,0,0,0,12400,0,0,"0","0",0,24426,5800,18600,2,1,1,744
363,25,54478,312,7300,0,0,13800,0,0,"0","0",0,16600,0,16600,2,1,0,847
364,73,18592,72,0,0,0,7560,0,0,"0","0",0,0,0,0,2,1,1,751
365,55,252933,4000,90000,2e+05,0,0,1300000,1e+05,"0","0",525000,0,0,0,1,0,1,692
366,68,110253,2100,700,0,0,9860,0,0,"0","0",0,0,0,0,2,1,0,866
367,65,63774,0,11000,113000,0,0,4e+05,0,"0","0",161000,0,0,0,1,0,0,740
368,33,59234,1000,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
369,29,129709,3000,21824,0,0,50400,550000,0,"0","0",347000,45000,29000,16000,1,1,1,631
370,77,4029423,450000,0,8e+07,3987200,419000,5e+06,0,"0","0",0,0,0,0,1,1,1,900
371,82,1422480,17600,0,21801600,0,21000,1500000,28567140,"0","0",0,0,0,0,1,1,1,839
372,81,83879,25900,0,0,0,87600,5e+05,0,"0","0",79000,61200,0,60400,1,1,0,792
373,33,41291,2900,0,0,0,11660,0,0,"0","0",0,0,0,0,2,1,1,751
374,25,79987,400,0,0,0,4320,0,0,"1","1",0,21000,21000,0,2,1,0,692
375,51,1407347,19000,3500,0,0,144000,1e+06,145000,"0","0",527400,41000,0,41000,1,1,0,672
376,42,37832,2908,0,0,0,29000,0,0,"0","0",0,113820,109940,3880,2,1,1,718
377,71,1861330,50200,0,0,0,54600,3e+06,1.2e+07,"0","0",0,0,0,0,1,1,1,900
378,74,135979,87000,7000,270000,0,31120,30000,5000,"0","0",0,8000,8000,0,1,1,0,844
379,29,427609,31180,0,19000,0,13400,0,0,"0","0",0,10000,10000,0,2,1,1,779
380,32,1176032,60000,150000,150000,0,18000,1300000,0,"0","0",590000,23800,0,0,1,1,1,690
381,68,10279471,136000,1282354,9772000,3134400,76600,2602000,0,"0","0",0,0,0,0,1,1,1,600
382,42,379184,5850,7500,1200,0,111800,9e+05,0,"0","0",685000,355600,3e+05,55600,1,1,1,512
383,70,15133,900,0,0,0,4840,0,0,"0","0",0,20000,0,0,2,1,1,745
384,36,90797,500,0,0,0,15000,0,0,"1","1",0,840,0,0,2,1,0,702
385,38,43236,3000,0,0,0,24800,0,0,"0","0",0,21960,0,21800,2,1,0,879
386,47,279740,8000,109440,0,0,0,1e+06,0,"0","0",709000,0,0,0,1,0,0,689
387,59,687244,40000,0,46000,0,96100,9e+05,0,"0","0",0,0,0,0,1,1,0,996
388,71,40858,384,80,0,0,19200,0,0,"0","0",0,16600,0,16600,2,1,1,746
389,28,9145,1160,0,0,0,6680,0,0,"0","0",0,14000,14000,0,2,1,0,845
390,26,69611,2500,5080,0,0,5800,0,0,"0","0",0,20000,20000,0,2,1,1,746
391,59,63125,2202,2226,0,0,54800,0,0,"0","0",0,31000,0,31000,2,1,1,745
392,59,11890,0,0,0,0,0,43000,0,"0","0",0,0,0,0,1,0,1,653
393,63,199104,0,0,0,0,103020,1800000,0,"0","0",520000,0,0,0,1,1,1,744
394,35,67017,3000,10000,0,0,37000,0,0,"0","0",0,2000,0,2000,2,1,1,754
395,88,20105,300,0,0,0,0,1e+05,0,"0","0",0,0,0,0,1,0,1,657
396,73,2862255,1315800,0,5e+07,0,359800,1500000,0,"0","0",0,0,0,0,1,1,1,900
397,71,4743041,641600,969000,0,0,1096600,30608000,0,"0","0",0,0,0,0,1,1,1,900
398,46,229802,10000,40000,212200,0,29680,160000,70000,"0","0",0,49000,49000,0,1,1,1,740
399,70,106146,3500,0,0,0,11520,0,0,"0","0",0,0,0,0,2,1,1,800
401,56,254879,12976,8162,5000,0,29000,1e+06,0,"0","0",2e+05,202800,180000,22800,1,1,0,817
402,66,168190,500,652,0,0,24980,950000,0,"0","0",0,0,0,0,1,1,1,776
403,23,38913,700,100,0,0,37600,0,0,"0","0",0,46074,46000,0,2,1,0,837
404,63,525107,75000,0,0,0,47200,1e+06,0,"0","0",0,0,0,0,1,1,1,900
405,69,273471,81640,0,0,0,80000,2400000,0,"0","0",9e+05,12800,0,12800,1,1,0,717
406,52,1143605,150000,0,0,0,53600,2900000,0,"0","0",1120000,0,0,0,1,1,1,600
407,95,42156,3000,5600,0,0,3600,3e+05,0,"0","0",0,0,0,0,1,1,0,816
408,28,24429,200,0,0,0,6500,0,0,"0","0",0,6760,6760,0,2,1,1,748
409,71,4260954,50000,0,0,0,796400,3200000,0,"0","0",0,0,0,0,1,1,1,900
410,34,37832,3584,0,0,0,9700,0,0,"0","0",0,2800,2000,800,2,1,0,853
411,80,17511,0,0,0,0,6600,3e+05,0,"0","0",0,0,0,0,1,1,1,720
412,45,84311,9000,7070,0,0,10000,147000,0,"0","0",89000,1000,0,0,1,1,0,783
413,74,8722958,128200,0,0,0,5367860,18230000,0,"0","0",0,0,0,0,1,1,1,600
414,66,32427,350,16000,0,0,9820,80000,0,"0","0",9400,0,0,0,1,1,0,803
415,53,282118,0,320000,0,0,100880,1900000,320000,"0","0",30000,0,0,0,1,1,1,870
416,41,43236,10688,0,0,0,9900,0,0,"1","0",0,50000,50000,0,2,1,1,601
417,94,446633,9000,0,5e+06,10000,64000,220000,446000,"0","0",0,0,0,0,1,1,1,900
418,81,15100338,0,2876000,68082000,0,0,571000,0,"0","0",0,0,0,0,1,0,1,850
419,69,32427,3000,0,0,0,14340,2e+05,0,"0","0",0,0,0,0,1,1,1,714
420,30,118900,7520,14600,0,0,63600,350000,0,"0","0",212000,66000,19000,47000,1,1,0,745
421,53,378319,7000,275000,8e+05,0,91300,1600000,0,"0","0",305000,0,0,0,1,1,1,808
422,52,97282,0,9000,0,0,42000,560000,0,"0","0",240000,40600,0,40600,1,1,0,757
423,65,187430,76000,0,0,0,79340,750000,135000,"0","0",313000,1992,0,0,1,1,1,780
424,73,74583,40000,0,25000,0,9300,169000,0,"0","0",0,0,0,0,1,1,1,755
425,64,13187,38,0,0,0,14800,0,0,"0","0",0,3940,0,3940,2,1,1,750
426,30,39561,901,1300,0,0,86704,185000,0,"1","1",165000,21400,0,21400,1,1,1,512
427,72,56207,708,0,0,0,6240,80000,0,"0","0",0,5920,0,5920,1,1,1,704
428,58,67449,3500,0,0,0,7060,0,0,"1","1",0,6280,0,2080,2,1,1,599
429,69,449011,120000,50000,0,0,0,1700000,0,"0","0",630000,0,0,0,1,0,1,661
430,73,261364,181500,3000,0,0,57200,7e+05,2185000,"0","0",0,24000,0,24000,1,1,1,753
431,62,79339,10000,0,0,0,14722,420000,0,"0","0",64000,19800,0,0,1,1,0,800
432,84,623038,9120,127500,5298000,0,14000,1e+05,0,"0","0",0,0,0,0,1,1,1,900
433,47,61612,0,0,0,0,38600,69000,0,"0","0",69000,38400,24000,14400,1,1,0,775
434,72,17692365,134700,0,0,0,1289220,1654000,0,"0","0",0,0,0,0,1,1,1,900
435,63,428690,15200,87620,0,0,54400,8e+05,0,"0","0",148000,21700,0,21000,1,1,1,795
436,60,84311,1000,400,0,0,40400,0,20580,"1","1",0,101348,62600,38600,2,1,0,677
437,69,3361636,4000,0,18312000,25000,20700,3e+06,1e+05,"0","0",0,0,0,0,1,1,1,900
438,61,14276683,48680,0,51172000,15830000,90200,575000,6900000,"0","0",0,0,0,0,1,1,0,999
439,58,36751,300,0,0,0,3660,0,0,"0","0",0,50,0,0,2,1,0,850
440,63,25077,1,0,0,0,13400,0,0,"0","0",0,9240,0,9240,2,1,1,748
441,49,58153,3900,6000,0,0,28440,150000,0,"0","0",15000,0,0,0,1,1,0,808
442,48,108091,14000,0,0,0,50640,0,0,"0","0",0,30800,0,30800,2,1,0,745
443,82,10377,830,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
444,66,61612,7300,3500,0,0,9540,2e+05,0,"0","0",77000,0,0,0,1,1,0,791
445,71,77393,41720,5520,0,0,9300,445000,0,"0","0",83000,0,0,0,1,1,1,724
446,31,54046,1226,2408,0,0,10400,0,0,"0","0",0,0,0,0,2,1,0,854
447,53,216182,8000,28500,0,0,64400,334600,0,"0","0",220000,35800,7800,28000,1,1,1,675
448,65,90148,21940,77438,0,0,58880,230000,1292000,"0","0",0,37000,0,37000,1,1,1,822
449,57,4699805,15600,40000,2528000,0,0,0,0,"0","0",0,0,0,0,2,0,1,900
450,78,11890,900,0,0,0,14740,0,0,"0","0",0,0,0,0,2,1,0,850
451,67,68097,2000,2000,0,0,4100,0,0,"0","0",0,1500,0,0,2,1,0,848
452,58,186998,35000,0,0,0,56100,750000,30000,"0","0",4e+05,39600,0,39600,1,1,0,765
453,42,153489,10000,0,0,0,38680,0,0,"0","0",0,0,0,0,2,1,1,760
454,69,44317,80,938,0,0,43200,85000,0,"0","0",0,14400,0,13600,1,1,0,804
455,40,117819,11000,42500,0,0,22520,112000,10000,"0","0",22000,9200,9200,0,1,1,0,803
456,62,12971,100,0,0,0,10600,128000,0,"0","0",46200,40000,0,0,1,1,0,774
457,57,99444,1300,10600,0,0,30520,760400,0,"0","0",57400,0,0,0,1,1,1,736
458,42,757503,176400,98000,634800,0,107400,1200000,0,"0","0",6e+05,14200,0,14200,1,1,1,600
459,38,81068,3158,0,0,0,64200,70000,0,"1","1",0,30000,17000,13000,1,1,0,553
460,63,37832,200,0,0,0,5700,0,0,"0","0",0,3000,0,0,2,1,0,849
461,63,74583,0,0,0,0,0,1100000,0,"0","0",280000,0,0,0,1,0,1,550
462,57,1655957,5e+05,90000,1e+05,0,0,1300000,5930000,"0","0",0,0,0,0,1,0,1,850
463,28,111334,2082,892,3100,0,63020,290000,0,"0","0",214800,9120,9120,0,1,1,0,770
464,46,17078,100,0,0,0,7560,330000,0,"0","0",179000,5400,5400,0,1,1,0,767
465,73,707133,38000,150000,0,0,385000,3e+06,0,"0","0",6e+05,49000,0,49000,1,1,1,705
466,65,39994,12080,80,0,0,0,195200,4500,"0","0",13000,16000,16000,0,1,1,0,811
467,83,18376,200,1000,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
468,70,1597588,45000,2377600,0,0,119400,7e+06,1e+06,"0","0",0,0,0,0,1,1,1,900
469,56,132736,10958,0,0,0,31800,174400,0,"0","0",0,0,0,0,1,1,1,717
470,25,64855,1128,7008,0,0,41900,0,0,"0","0",0,25000,5500,15800,2,1,0,844
471,68,18159,0,0,0,0,6340,0,0,"0","0",0,0,0,0,2,1,1,751
472,54,142291232,2256000,2e+07,0,0,135160,3884000,7540000,"0","0",0,0,0,0,1,1,1,900
473,39,205373,1000,8000,0,0,14800,825000,0,"0","0",272000,0,0,0,1,1,0,795
474,41,371617,0,0,87200,0,67846,413600,0,"0","0",0,0,0,0,1,1,1,750
475,35,19673,0,0,0,0,6460,0,0,"0","0",0,0,0,0,2,1,1,750
476,53,15781,0,26,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
477,65,131871,500,3000,0,0,37600,140000,0,"1","0",123000,58140,21000,24800,1,1,0,607
478,27,62693,2500,35000,0,0,23400,0,0,"0","0",0,0,0,0,2,1,1,755
479,51,25942,302,0,0,0,6820,0,0,"0","0",0,0,0,0,2,1,1,750
480,80,424582,20000,300,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,900
481,43,97282,42000,9500,0,0,38760,675000,0,"0","0",585000,43800,0,43800,1,1,0,662
482,50,6550326,1249800,286000,0,0,73140,17312000,4080000,"0","0",0,0,0,0,1,1,1,900
483,53,1005248,39600,455000,750000,0,161800,3e+06,0,"0","0",1498000,98400,0,82400,1,1,1,600
484,69,245994,0,0,5e+05,0,58400,750000,270000,"0","0",0,0,0,0,1,1,1,900
485,57,139438,8000,30000,85000,0,118200,0,0,"0","0",0,67000,0,0,2,1,1,756
486,49,208184,5522,28930,0,0,81400,246000,0,"0","0",0,22900,0,22900,1,1,0,837
487,44,31563,0,0,0,0,6040,0,0,"0","0",0,52000,52000,0,2,1,1,735
488,45,34373,300,0,0,0,0,0,0,"0","0",0,1200,0,0,2,0,0,799
489,37,91878,0,0,0,0,53400,0,0,"0","0",0,118200,1e+05,18200,2,1,0,824
490,70,17295,46,0,0,0,10400,277000,0,"0","0",10860,0,0,0,1,1,1,716
491,55,207319,12320,0,0,0,50600,620000,0,"0","0",310000,132000,79000,53000,1,1,0,697
492,31,113496,0,5678,0,0,101000,360000,0,"0","0",240000,117600,36200,81400,1,1,0,724
493,36,49073,582,0,0,0,7160,0,0,"0","0",0,0,0,0,2,1,1,751
494,52,319950,45000,2000,173000,0,111000,1500000,0,"0","0",890000,55000,40000,15000,1,1,1,563
495,28,92310,3000,15000,40000,0,29000,225000,0,"0","0",160000,0,0,0,1,1,1,680
496,34,464792,4000,28000,0,0,88000,631000,0,"1","0",465000,16500,0,12000,1,1,1,456
497,42,237801,23000,44000,0,0,48074,750000,0,"0","0",489000,91200,59800,31400,1,1,0,695
498,56,336812,17880,0,14400,0,33800,605000,332200,"0","0",251400,3560,3560,0,1,1,1,778
499,35,58369,1200,0,2100,0,28400,0,0,"0","0",0,40124,40000,0,2,1,0,841
500,33,97282,4720,0,0,0,39680,0,0,"0","0",0,0,0,0,2,1,1,753
502,56,16890328,206800,2215480,0,0,582340,12546000,0,"0","0",0,0,0,0,1,1,1,900
503,48,316707,19140,91960,243200,0,0,1e+06,0,"0","0",3e+05,0,0,0,1,0,0,759
504,91,67146,900,0,0,0,0,4500000,0,"0","0",0,64000,64000,0,1,0,1,831
505,67,45398,300,300,0,0,34300,375000,0,"0","0",90000,11700,0,11700,1,1,0,797
506,87,34589,58700,0,0,0,9780,12000,0,"0","0",0,0,0,0,1,1,1,705
507,71,75664,900,0,0,0,5500,725000,0,"0","0",70000,0,0,0,1,1,0,848
508,30,51235,7000,14,0,0,7900,0,0,"0","0",0,0,0,0,2,1,1,752
509,43,799010,55000,0,2e+05,0,54000,2350000,0,"0","0",1290000,31400,0,31400,1,1,1,600
510,59,20754,1300,2000,0,0,5600,17000,0,"0","0",0,0,0,0,1,1,0,802
511,61,21402,0,0,0,0,5380,0,0,"0","0",0,0,0,0,2,1,0,849
512,75,74583,2270,33000,0,0,53500,7e+05,0,"0","0",0,0,0,0,1,1,0,853
513,77,127115,0,0,316200,0,16800,423600,0,"0","0",0,0,0,0,1,1,1,809
514,61,75664,35000,15000,0,0,134600,490000,0,"0","0",90000,22800,0,22800,1,1,1,772
515,66,62693,6516,8780,0,0,34200,189000,0,"0","0",1e+05,12000,0,0,1,1,1,683
516,60,163650,12400,20000,0,0,21400,8e+05,0,"1","0",310000,0,0,0,1,1,0,659
517,26,82149,6000,0,0,0,13200,0,0,"0","0",0,15000,0,13000,2,1,0,845
518,35,50370,0,0,0,0,8800,0,0,"1","0",0,0,0,0,2,1,0,701
519,29,38264,1000,0,0,0,17200,0,0,"0","0",0,20000,0,20000,2,1,1,745
520,47,94688,60000,10000,0,0,28400,0,0,"0","0",0,10940,0,10940,2,1,1,761
521,62,120414,156,2418,0,0,16600,199800,0,"1","0",33400,0,0,0,1,1,0,656
522,66,118900,1000,0,0,0,89800,249000,0,"1","0",112000,40000,0,40000,1,1,0,714
523,52,129709,74,0,0,0,43640,325000,0,"1","0",230000,51310,30000,6770,1,1,1,492
524,43,73502,0,0,0,0,38120,2e+05,0,"1","0",120000,27200,0,27200,1,1,0,618
525,39,97282,0,1200,0,0,30400,0,0,"0","0",0,21200,0,21200,2,1,1,746
526,21,55775,700,12000,0,0,11000,285000,0,"0","0",185000,0,0,0,1,1,0,705
527,53,57288,30000,0,46000,0,89740,85000,0,"0","0",0,32000,0,32000,1,1,0,806
528,65,46479,614,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
529,42,113928,20,24,0,0,45360,135400,0,"0","0",73800,126000,1e+05,26000,1,1,0,750
530,40,1180356,33000,150,20000,0,176460,5e+05,0,"0","0",0,29000,0,29000,1,1,1,870
531,37,135330,4980,3100,620,0,40000,227000,0,"0","0",176000,22420,0,7080,1,1,0,765
532,61,222668,657000,0,0,0,296800,275000,3500000,"0","0",0,0,0,0,1,1,1,900
533,24,29617,300,0,0,0,0,0,0,"1","1",0,24000,24000,0,2,0,1,543
534,63,219641,15700,11500,9320,0,80780,485000,0,"0","0",153200,18200,0,12200,1,1,0,818
535,39,89716,13000,14600,0,0,0,17600,0,"0","0",5360,0,0,0,1,0,1,667
536,57,81068,5912,7430,0,0,14540,0,0,"0","0",0,0,0,0,2,1,0,858
537,49,75664,800,0,0,0,28160,0,0,"1","0",0,7960,0,7960,2,1,0,698
538,59,108091,0,206800,0,0,93400,267000,35000,"0","0",50000,32400,0,32400,1,1,1,749
539,48,135114,1000,1008,0,0,24600,350000,0,"0","0",160000,23600,0,23600,1,1,1,674
540,41,146355,1700,8500,90,0,84600,0,10000,"0","0",0,67740,0,50000,2,1,0,838
541,80,221803,27000,0,0,0,10000,0,462200,"0","0",0,0,0,0,2,1,1,947
542,35,60531,150,0,0,0,11000,0,0,"0","0",0,65660,48000,11000,2,1,0,831
543,78,44534,33000,0,0,0,6700,580000,0,"0","0",0,0,0,0,1,1,0,856
544,60,953364,0,0,1e+05,0,971600,650000,25000,"0","0",0,51800,0,51800,1,1,1,884
545,84,308060,1300,8000,2e+06,0,20000,5e+05,0,"0","0",0,0,0,0,1,1,1,900
546,65,207103,20000,0,1e+06,0,155306,1500000,550000,"0","0",0,0,0,0,1,1,1,900
547,47,31563,50,0,0,0,4120,0,0,"1","0",0,474,0,0,2,1,1,600
548,69,77436523,936400,0,26678000,49382000,21656000,7792000,7880000,"0","0",0,15766000,0,15766000,1,0,1,550
549,89,54586,25400,55400,0,0,7700,4e+05,0,"0","0",0,0,0,0,1,1,1,739
550,53,86041,1908,4900,14380,391540,4500,2e+05,0,"1","1",78200,31480,0,0,1,0,1,524
551,67,18159,10700,0,150000,0,0,0,0,"0","0",0,0,0,0,2,0,0,868
552,31,63558,2320,0,85600,0,25400,978000,0,"0","0",0,0,0,0,1,1,1,799
553,58,286442,4000,16400,0,0,78000,6e+05,0,"0","0",270000,44600,0,44600,1,1,0,789
554,43,71773,2100,1100,0,0,4060,0,0,"0","0",0,0,0,0,2,1,1,750
555,77,447819607,615200,2.6e+08,0,13780000,173200,25400000,0,"0","0",0,0,0,0,1,1,1,900
556,73,172341,35000,0,5e+05,0,0,0,0,"0","0",0,0,0,0,2,0,1,812
557,43,27239,0,0,0,0,6100,0,0,"0","0",0,0,0,0,2,1,1,750
558,27,162785,25000,8000,68000,0,49000,378000,0,"0","0",3e+05,12320,0,12320,1,1,0,750
559,43,74367,700,52,90,0,25440,23000,0,"0","0",22000,0,0,0,1,1,1,697
560,69,154570,101200,0,87400,0,57200,0,52000,"0","0",0,11200,0,11200,2,1,1,947
561,54,284280,35400,86800,0,0,13000,424000,0,"1","0",40000,0,0,0,1,1,0,704
562,58,110916686,1102480,0,0,0,974400,26184000,0,"0","0",0,0,0,0,1,1,1,900
563,46,273038,50030,120000,62000,0,100922,1250000,442000,"0","0",490600,0,0,0,1,1,1,693
564,56,189808,41300,0,20000,0,44200,724000,0,"0","0",390000,0,0,0,1,1,1,645
565,39,23780,1800,0,0,0,33600,0,0,"0","0",0,25800,0,25800,2,1,1,745
566,50,9784414,5118800,0,204600,0,98600,1638000,0,"0","0",0,0,0,0,1,1,1,900
567,38,151328,28000,0,0,0,18000,418800,0,"0","0",214800,21500,11680,9820,1,1,0,763
568,80,13619,74,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
569,30,36751,8000,0,0,0,14640,0,0,"0","0",0,2606,0,2606,2,1,0,849
570,65,2449346,115800,0,25116000,0,161300,2272000,0,"0","0",0,0,0,0,1,1,0,996
571,53,21618,622,0,0,0,8860,0,0,"0","0",0,0,0,0,2,1,1,751
572,40,170568,8860,20040,0,0,32200,1e+05,0,"0","0",50000,20000,0,20000,1,1,1,696
573,79,161782840,41032000,0,983226000,47568000,171000,7522000,108160000,"0","0",0,0,0,0,1,1,1,900
574,56,94904,7500,2540,0,0,21080,227600,0,"0","0",94000,0,0,0,1,1,0,792
575,53,2652558,280000,450000,1e+05,0,101000,4400000,0,"0","0",1958000,0,0,0,1,1,1,600
576,73,2705522,150000,0,11234000,0,1327800,3e+06,250000,"0","0",0,0,0,0,1,1,1,900
577,59,25942,5510,0,0,0,0,4e+05,0,"0","0",0,0,0,0,1,0,1,729
578,21,22699,1200,500,0,0,6380,0,0,"1","1",0,10300,10000,0,2,1,1,597
579,46,559264,29624,103600,165000,0,31600,1300000,0,"0","0",410000,0,0,0,1,1,1,769
580,69,188511,13844,0,10000,0,48460,230000,6560,"0","0",101000,28400,0,15000,1,1,0,814
581,38,64855,0,1500,0,0,18040,150000,0,"0","0",71000,36800,36000,0,1,1,1,680
582,85,38459,16000,0,0,0,3000,6e+05,0,"0","0",5e+05,0,0,0,1,1,0,693
583,63,8258,150,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
584,70,86041,1000,62000,0,0,43820,350000,0,"0","0",0,0,0,0,1,1,1,760
585,78,170784,2600,0,0,0,14640,450000,0,"0","0",0,0,0,0,1,1,1,900
586,28,39994,700,0,0,0,18600,1e+05,0,"0","0",42000,22740,0,14400,1,1,0,788
587,62,111334,0,0,0,0,40120,339000,0,"0","0",0,15400,0,15400,1,1,1,728
588,31,17727,0,0,0,0,18620,0,0,"1","0",0,25200,10000,15200,2,1,1,594
589,30,65936,2200,2460,600,0,23400,0,0,"0","0",0,62000,62000,0,2,1,0,833
590,37,47560,0,0,0,0,25740,0,0,"0","0",0,0,0,0,2,1,0,852
591,66,74367,40000,0,0,0,15200,0,0,"0","0",0,0,0,0,2,1,1,828
592,54,834464,32000,0,4000,0,144400,1400000,0,"0","0",1e+06,0,0,0,1,1,0,700
593,58,158894,8760,0,0,0,151520,225000,0,"0","0",109000,170020,127000,43020,1,1,1,654
595,60,18159,248,96,0,0,3160,0,0,"0","0",0,6000,0,0,2,1,0,849
596,66,349999,23000,0,1500000,0,593220,8e+06,0,"0","0",6e+05,0,0,0,1,1,1,600
597,21,33076,1500,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
598,57,270228,747,5606,13480,0,16400,0,0,"0","0",0,124000,118800,5200,2,1,0,821
599,80,17511,707,34,0,0,14200,0,7500,"1","0",0,0,0,0,2,1,0,705
600,67,111550,50034,75001,0,0,0,6e+05,0,"0","0",147800,0,0,0,1,0,1,673
601,60,11533329,13300,13596000,20756000,2159800,56180,20028000,10020000,"0","0",0,0,0,0,1,1,1,900
